modele,Nom,couleur,cathegorie,marque,prix,Description,link
ALUMINIUM,Lamacom Presse-ail et vide-olive en Aluminium,Gris,electronique,Lamacom,3800,"['Matière: Aluminium', 'Couleur: Argenté', 'Robuste et durable', 'Passe au lave vaisselle', 'Facile à utiliser']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/323301/1.jpg?8299
Chapelet électronique,Generic Chapelet électronque digital - Marron,Marron,electronique,Generic,10500,"['Catégorie: Chapelet', 'Avantage: petite taille', 'Batteries: changeable', 'Utilisation facile.', 'Chapelet Compteur']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/253511/1.jpg?4506
T4000,Samsung Téléviseur T4000 Serie 4 Téléviseur led HD 32 '' + Box Tv wifi Smart offert - noir,Noir,electronique,Samsung,190000,"['TV HD', '2 HDMI', '1 USB', 'Dimensions : 32 pouces – 80 cm l73,3 x H 48 x P 19,3 cm', 'Résolution 1 366 x 768', 'LED']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/990121/1.jpg?3247
"5V,1.8V","Generic Kit Panneaux solaire rechargeable avec multi-chargeur -5V,1.8V",N/A,electronique,Generic,4500,"['Type de Produit:\xa0Kit de Lampe Solaire', 'Tension de Sortie : 3.2v5v', 'Batterie : 3600 mAh', ""Source d'énergie inépuisable"", '5V', '1.8W']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/53379/1.jpg?8687
Radio 910,"White Radio FM - IMP3 Rechargeable avec écran digital, BT port USB alimentation piles",N/A,electronique,White,10500,"['TORCH', 'USB', 'SD PLAYER', 'RECHARCHEABLE BATTERIE', 'POWER FULL SOUND', 'MP3', 'Hi-Fi']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/75379/1.jpg?9197
NT-56,Generic Bouilloire électrique en acier inoxydable 1L,Gris,electronique,Generic,5500,"['Type Produit : Bouilloire électrique', 'Capacité : 12 Litre', 'Facile à utiliser', 'Couleur : Gris', 'avec couvercle']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/763811/1.jpg?9885
14 - 42 pouces,Generic Support mural TV Fixe 14 - 42 pouces,Noir,electronique,Generic,2200,"['Support mura', '14 à 42 pouces', 'Capacité de charge: 25 kg', 'Distance au mur: 25mm', 'Epaisseur: 1mm', '0.5 kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/761611/1.jpg?8710
DECODEUR,"Generic SUPPORT MURAL POUR DÉCODEUR, ENSEMBLE DVD ET ORDINATEUR PORTABLE",NOIR,electronique,Generic,3900,"['Taille du verre:\xa050 * 38 * 21 CM', 'Capacité de levage:\xa015,2 kilogrammes', 'Épaisseur du verre :\xa0tablette en verre trempé Blacl de 1.1 mm']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/35379/1.jpg?5091
Watch T55,Generic Watch T55 Combo Montre connectée plus écouteurs sans fils,Noir/Blanc,electronique,Generic,14520,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/166121/1.jpg?6810
Selfie Light avec Trépied,"Generic Selfie Light avec Trépied LED Lumière Anneau pour Tiktok, Makeup, Vlog, Vidéo,",Blanc noir,electronique,Generic,12900,"['Lampe Led annuaire', ""3 mode d'éclairage"", 'Led lumière', 'Puissance', 'Trépied']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/418101/1.jpg?6155
"65""","LG Téléviseur - Ecran 65"" - Ultra HD 4K - L/H 143,9 x 80,9 cm - Noir",Noir,electronique,LG,599000,"['Couleur et contraste plus cohérents depuis tous les sièges', 'HDR actif élargissant vos choix HDR', 'Amplificateur de contraste pour une visualisation de type HDR', 'La science du contrôle de la lumière', 'Augmentez la résolution à la qualité 4K', ""Entourez-vous d'un son riche"", 'Smart TV LED 65 Pouces -', 'Ultra HD -', 'Noir -', 'Garantie 12 Mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/47173/1.jpg?7222
Batterie,Generic Télécommande de remplacement pour LG LED/LCD Smart TV 18 X 2 X 5 cm Noir,N/A,electronique,Generic,15000,"['Type de produit: Télécommande', 'Compatibilité: LG LEDLCD Smart TV', 'Haute qualité', 'Durable', 'Quantité: 1']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/172711/1.jpg?0922
Moyen,Generic WOOFER Bectel  Enceinte avec Bluetooth port USB et FM,Noir,electronique,Generic,34500,"['Plug and play:\xa0Facile à connecter avec tous les smartphones qui ont le bluetooth.', 'Audio:\xa0Basse supérieur, son puissant et limpide.', 'Port USB:\xa0Pour la lecture vos fichiers MP3. La lecture se fait directement une fois la clé USB branchée.', 'Radio FM:\xa0Ne manquez plus votre émission de radio préférée avec ce woofer.', 'Compatible avec la carte SD:\xa0il suffit de brancher votre carte SD et d’écouter vos musiques préférées.', 'Fonction:\xa0Aux, Radio FM, Bluetooth, USB, Carte SD, Télécommande.']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/208201/1.jpg?7717
Watch H44,Generic Montre connectée - Smart Watch  avec téléphone H40   - Qualité Garantie,N/A,electronique,Generic,27200,"[""Taille de l'écran: 1.54 HD IPS, 240*240 2.5D surface capacitif de l'écran tactile fox est complètement adapté à l'écran tactile"", 'Puce CPU: MTK2502', 'Puce de fréquence cardiaque: HRS3300', ""Batterie: batterie au lithium intégrée, le temps de travail est d'environ 1-2 jours"", 'Configuration système requise: Android 5.0 et supérieur, IOS 9.0']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/391001/1.jpg?0850
Round 3,Calus Round 3 - Version TWS Écouteurs stéréo sans fil - Original,Noir,electronique,Calus,9900,"['Type de produit : Écouteurs Bluetooth', 'Marque : Calus', 'Modèle : Round 3', 'Version de Bluetooth : V5.1', ""Autonomie de la Batterie : Jusqu'à 5heures d'autonomie"", ""Boitier offre 30heures supplémentaires d'autonomie"", 'Résultat du test de laboratoire', 'Portée de conversation : 10m', 'Capacité de la batterie : 30mAh (oreillette), 300mAh (boitier)', ""Autonomie de la batterie : jusqu'à 72 heures en veille  4 à 5heures de lecture  4 à 5heures de conversation  Temps de charge 1heure  l'étui offre jusqu'à 6 charges complètes"", 'Poids : 70g']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/438911/1.jpg?9204
haut-parleur 3.1,56 fashion Haut-parleur Multimédia 3.1 USB/SD,Noir,electronique,56 fashion,45000,"['Type Produit : Home Cinéma 3.1 port usb', 'Lecteur Carte TF', 'Lecteur Carte SD', 'USBSD', 'Radio FM', 'Télécommande USB', 'LED lumière sur le Volume', 'Puissance de sortie: 25 W + 10 W *']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/57706/1.jpg?6851
3 IN 1,White Label Machine à Petit-Déjeuner Electrique 3 EN 1,NOIR,electronique,White Label,45000,"['Machine à Petit-Déjeuner Electrique 3 EN 1: Machine à café 4 Tasses, Pizza, Oeuf au four, Omelette, Poêle, Grille-pain', 'Tension nominale: 220V-240V  50Hz 60Hz', ""Consommation d'énergie: 1050W-1250W"", 'Période de température: 100-230 ℃', 'Période de temps: 0-30min', 'Capacité du four grille-pain: 9L', 'Capacité de la cafetière: 4 tasses']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/051121/1.jpg?6620
XG88,Generic Lunettes de soleil + écouteurs Bluetooth,Noir,electronique,Generic,14250,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/533121/1.jpg?3473
High,Generic CASQUE BLUETOOTH P9 max BLANC,Gris,electronique,Generic,7500,"['Produit casque bluetooth', 'MODELE LP9 max', 'Couleur blanche', 'Marque p9 wireless', 'Duree 8 HEURES', 'Couleur gris']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/458121/1.jpg?3247
UYD,"Generic Support Mural TV Orientable -TV LED ( 14"" a 55"") - Noir",Noir,electronique,Generic,5900,"[""Support universel réglable LCD  plasma jusqu'à 140 cm"", 'Inclinaison verticale et horizontale', 'Qualité supérieure', 'Structure en acier', 'Usinage laser', 'Platine VESA universelle', 'Gestion des câbles', 'Distance du mur réduite', 'Coloris : noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/30288/1.jpg?1649
Wmdigi,Generic Smart Watch Montre Connectée Imperméable fréquence Cardiaque Bluetooth,Noir,electronique,Generic,20000,"['Matière de Bracelet:\xa0Silicone', ""Matériau de l'étui: Alliage"", 'Forme du cadran: Rectangulaire', 'Taille du Cadran: 1,75 pouces', 'Taille de Bracelet: 150-220MM']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/293711/1.jpg?2475
standard,Generic Blender Mixeur 1.5 Litres  en Verre  - 5 Vitesses - 1000W - Gris/Noir -,Gris/Noir,electronique,Generic,15300,"['Type Produit : Blender', 'Marque : Generic', 'cinq Vitesses', 'Puissance : 1000W', 'Tension entrée : 220-240V', 'Capacité : 1.5 litres', 'Livraison a domicile ou en point relais']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/60799/1.jpg?1996
FB105,Astech Réfrigérateur Bar 1 Porte 90 Litres - Gris - Garantie 12 Mois,Gris,electronique,Astech,92625,"['Type produit : Electroménager', 'Marque : Astech', 'Nom : réfrigérateur bar', 'Modèle : FB105', 'Capacité : 90 L', 'Type : Single porte bar', 'Porte réversible : Oui', 'Fermeture par clef : Oui', 'Décongélation : Manuelle', 'Réfrigérant : R134a', 'Clayette : x1', 'Freezer : x1', 'Rack bouteille : x1']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/171811/1.jpg?9304
Radio 1338,White Radio FM - rechargeable port USB - carte TF - avec lampe led,N/A,electronique,White,8000,"['BAND :AMFMSW1-810BANDS RADIO', 'FRÉQUENCE : port USB , SD ,TF\xa0 \xa0MP3 MUSIC PLAYER', 'AUTONOMIE :LONG DURÉ', 'LAMPE :LED très puissant', 'SOURCE :110V220V']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/318101/1.jpg?3441
Téléviseur,Generic Téléviseur LED TV 17 pouce 38 cm,Noir,electronique,Generic,34900,"['Type Produit : Téléviseur LED', 'Marque : Led', 'Taille écran : 17""\xa0 (38cm)', 'HDMI', 'USB', 'Puissance: 100 - 240 V AC', 'Fréquence : 50 - 60 Hz']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/77979/1.jpg?9696
55 pouces,Astech Téléviseur Smart TV LED 55 Pouces - Full HD - Garantie 12 Mois - Noir,Noir,electronique,Astech,280000,"['Type Produit : Téléviseur Smart', 'Marque : Astech', 'Taille écran : 55\xa0pouces (139cm)', ""Résolution d'affichage : Full HD 1920x1080 Pixels"", 'HDMI : Oui', 'USB : Oui', 'Couleur : Noir', 'Garantie : 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/663811/1.jpg?2735
SCM 10XT,Haut-parleur AHUJA SCM 10XT,Noir,electronique,(2 avis vérifiés),18000,"[""Puissance d'entrée 7W RMS10W Max ;"", 'PRISES DE PUISSANCE: 731.5W ;', 'IMPÉDANCE : 1,43 K3,3 K6,6 KW ;', 'FRÉQUENCE RESP: 150-10000Hz ;', 'SPL : 1 W1 M 91 dB.']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/94089/1.jpg?5890
RL01,Generic Anneau lumineux LED pour selfie,Rose,electronique,Generic,2300,"['Quantité de LED : 36LED blanc', 'Puissance de sortie max: environ 2 W', 'Température de couleur: 5600K', 'Batterie au lithium: 250mAh-3.7V', 'Lumière continue en pleine puissance: 45 minutes', 'Tension de charge: DC 5V', 'Matériel: plastique', 'Taille (diamètre x épaisseur): 8,2 x 2,9 cm']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/113121/1.jpg?9580
"TCL 55""","TCL TELEVISEUR - TCL - 55"" LED - 4K UHD - SMART ANDROID - GARANTIE 12 MOIS",Noir,electronique,TCL,325000,"['Type de produit: LED UHD Android Smart DTV', 'Plate-forme de châssis : plate-forme RT51', 'Processeur\xa0: 64 bits A55x4 900\xa0MHz ~ 1,1\xa0GHz', 'GPU : Mali470x3 600MHz-800MHz', ""Système d'exploitation : Android P"", ""RAM DDR3-1866\xa0: 2 Go d'octets"", ""Style d'interface utilisateur\xa0: interface utilisateur Android\xa0TV et interface utilisateur TCL\xa0TV+ 3.x"", 'Launcher Home Pages Show\xa0: Google Play, applications en vedette, source, etc.', 'Système de télévision : ATV : PAL-N, PAL-M, NTSC-M DTV : ISDB-T', 'Système audiovisuel : PAL、NTSC', 'Version HDMI et HDCP\xa0: HDMI1.4 et HDMI 2.0, HDCP1.4 et HDCP2.2', 'HDR\xa0: Décodage HDR10', 'Alimentation électrique : CA 100V-240V 5060Hz', 'Consommation électrique (TV allumée)\xa0: 120\xa0W', ""Consommation d'énergie (Veille): ﹤0.5W"", 'ECO Efficacité énergétique: Oui', 'Certifications : CB, Dolby Audio, HDMI CTS (Certification officielle Google), Netflix', 'Lien Internet : Réseau Ethernet 2,4 GHz Wi-Fi 802.11 bgn 2T2R (RJ45)', ""État de l'indicateur LED\xa0: sous le milieu du cadre, blanc en veille\xa0; NormalClignotantÉteint"", ""Bouton sur le panneau\xa0: en dessous du milieu du cadre\xa0; Une touche pour le contrôle du menu virtuel d'un clic long"", 'Stockage : eMMC5.0 16G octets']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/38749/1.jpg?0205
Radio FM avec écran digital,"Generic Radio FM avec écran digital - IMP3 Rechargeable ,avec port USB alimentation pile",N/A,electronique,Generic,9000,"['TORCH', 'USB', 'SD PLAYER', 'RECHARCHEABLE BATTERIE', 'POWER FULL SOUND', 'MP3', 'Hi-Fi']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/77979/1.jpg?7277
2.1,"Generic 2.1 Haut-parleurs Bluetooth  sans fil- 3en1 avec port USB, carte SD & radio FM",Noir,electronique,Generic,18500,"['Mini chaine multimedia 2.1 tm 6000 u memory card USB mp3 FM', 'Kisonli TM-6000U USB 2.1 Multimedia BT Speaker (Black)', '1\u202f100,00 PHP', 'Kisonli 2.1 USB Speaker', 'Model: TM-6000U', 'Couleur : Noir', 'Output: 5W+3Wx2', 'Sensitivity: 500mV SN', 'Ratio: 65dB', ""Isolated rate: 3''+2''x2"", 'Puissance : USB 5V ...']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/01389/1.jpg?8802
Xtrem,Generic Endoscope en fil étanche avec miroir,Noir,electronique,Generic,11543,"['Matériel: Plastique', 'Dimètre de tête de caméra: 7 mm', 'Type de câble: câble Soft', 'Longueur totale du câble (en option): 1M  2M  5M  10M', 'Haute résolution avec caméra CMOS 19.', 'Lumière intégrée 6 LED (avec luminosité et prise de contrôle photo)', 'Endoscope en fil étanche.', 'Prise de photos et enregistrement vidéo.', 'Résolution: 640 * 480', 'LED: 6 LED blanches Lumière vive.', 'Distance focale: 3 cm-8 cm.', 'Niveau étanche: IP67.', 'Systèmes de support: Android  Windows 2000  XP  Vista  78910', 'Température: -20 ~ 100 degrés']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/24895/1.jpg?2522
petit,Generic Fer à repasser électrique,Blanc,electronique,Generic,6900,"['Couleur: blanc', 'Tension : 220V-240V', 'Puissance : 1000W', 'Poids net: 0,527 KG', 'Taille : 245*120*97mm9,64"" *3,81"" 4,72*']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/454121/1.jpg?3572
TV Box,Generic TX3  - TV Box Multimédia - TX3 MINI - Android 7.1 - 2GB+16GB - Noir,Noir,electronique,Generic,32500,"['Type de produit:\xa0TV Box Multimédia', ""Adopte le système d'exploitation rapide et puissant Android 7.1"", ""Équipé d'un processeur quadri-cœur"", ""Processeur: Amlogic S905W,jusqu'à 2GHz"", ""GPU Mali - 450 penta-coeur,jusqu'à 750MHz"", ""Support H.265, vous permet d'apprécier pleinement les films en 3D"", 'Prise en charge Ethernet 10  100M et 2.4GHz WiFi', 'Supporte MiracastAirplayDLNApartagez plus avec votre famille et vos amis', 'Profite pleinement du stockage 16 GB,', ""Télécharge les applications comme YouTube,l'appel vidéo Skype,MSN,Facebook,etc.""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/691101/1.jpg?7694
S,Generic Moulin a grain électrique multifonctionnel,Neutre,electronique,Generic,10000,"[""En raison de la différence de lumière et d'écran, la couleur du produit peut être légèrement différente de celle des photos."", 'Veuillez accepter des différences de 0.5 à 2 cm dues aux mesures manuelles.', 'Fabriqué en matériau de qualité supérieure, durable pour une utilisation à long terme.', 'Conversion : 1 pouce = 2,54 cm, 1 cm = 0,393 pouces', 'Tension\xa0: 220\xa0V', 'Capacité de 400g']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/975911/1.jpg?2699
