Nom,prix,link,marque,Description,modele,couleur,cathegorie,identification,file_name
TP Link Routeur Wi-Fi MU-MIMO sans fil AC120,33250,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/514121/1.jpg?8932,TP Link,"['Wi-Fi 802.11ac Wave2\xa0 – 867 Mbps sur la bande 5 GHz et 400 Mbps sur la bande 2,4 GHz', 'Couverture WiFi améliorée\xa0 – 4 antennes externes offrent des connexions sans fil stables et une couverture optimale', ""MU-MIMO\xa0 – Gestion facile du réseau à portée de main avec TP-Link TetherMU-MIMO atteint une efficacité 2X en communiquant avec jusqu'à 2 appareils à la fois"", 'Beamforming\xa0 – La technologie Beamforming offre une connexion sans fil très efficace', ""Mode AP\xa0 – Prend en charge le mode point d'accès pour créer un nouveau point d'accès WiFi"", ""Connexion intelligente\xa0 – Smart Connect dirige les clients vers la bande la moins encombrée et Airtime Fairness optimise l'utilisation du temps."", 'Configuration facile\xa0 – Gestion facile du réseau à portée de main avec TP-Link Tether']",Archer C64,NOIR,ordinateurs-accessoires-informatique,4239,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4239_TP_Link_Routeur_Wi-Fi_MU-MIMO_sans_fil_AC120.jpg
Generic 2 Baffles pour ordinateurs et télévision écran plat  avec Son de Bass,6900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/792711/1.jpg?3925,Generic,"['Type de produit : Enceinte Sono avec Son de Basse', 'Nombre : 2 baffles', 'Matière : Bois', 'Type de produit : Enceinte Sono avec Son de Basse', 'Nombre : 2 baffles', 'Matière : Bois']",2 Baffles,N A,ordinateurs-accessoires-informatique,4240,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4240_Generic_2_Baffles_pour_ordinateurs_et_t_l_vision__cran_plat__avec_Son_de_Bass.jpg
Toshiba Disque Dur Externe 3.0 -  500Go - Noir,34200,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/23149/1.jpg?7636,Toshiba,"['Marque Toshiba', 'Couleur Noir', 'Plate-forme du matériel informatique PC', 'Taille du disque dur 500 GB', 'Technologie du disque dur HDD', ""Type d'alimentation USB"", 'Interface du matériel informatique USB 3.0', 'Item dimensions L x W x H 13,8 x 12,5 x 3,8 cm']",TOSHIBA CANVIO BASIC 500,Noir,ordinateurs-accessoires-informatique,4241,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4241_Toshiba_Disque_Dur_Externe_3.0_-__500Go_-_Noir.jpg
Logitech Souris Sans Fil Logitech M185 ORIGINALE,4950,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/459611/1.jpg?6962,Logitech,"['Hauteur: 99mm', 'Récepteur: USB', 'Piles: AA  12 mois', 'Nombres de bouton: 3', 'Types de connections: sans fil', 'couleur: noir(rouge ou gris)']",M185,Noire,ordinateurs-accessoires-informatique,4242,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4242_Logitech_Souris_Sans_Fil_Logitech_M185_ORIGINALE.jpg
Generic Clé Imation 32Go Usb 2.0 -Noir,5000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/06206/1.jpg?9633,Generic,"['Type de produit :\xa0 Clé USB', 'Interface : USB 2.0', 'Capacity : 32GB', 'Size: Approx. 4.1x1.7x0.7cm(fold)', 'Couleur : Noir']",2.0,noir,ordinateurs-accessoires-informatique,4243,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4243_Generic_Cl__Imation_32Go_Usb_2.0_-Noir.jpg
Generic Câble Lan FTP Cat6 30m bleu,12000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/514401/1.jpg?7789,Generic,"['Câble RJ 45 mâle  mâle', 'Type de blindage : FTP', 'Cordon de catégorie 6', 'Conducteur en cuivre permettant de garantir des propriétés de transmission supérieures.', 'Passe-fil flexible pour éviter d’endommager le câble', 'Connecteurs moulés durables spécialement conçus une pour utilisation intensive', 'Gaine faible émission de fumées et zéro halogène (LSZH).', 'Longueur : 30 mètres']",bleu,bleu,ordinateurs-accessoires-informatique,4244,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4244_Generic_C_ble_Lan_FTP_Cat6_30m_bleu.jpg
TPLink Amplificateur WiFi Puissant - 300Mbps - Blanc,29900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/694501/1.jpg?6611,TPLink,"['Marque: TPLINK', 'Modèle: TL-WA855RE', 'Article: Extendeur de signal Wifi', 'Couleur: BLANC', 'Vitesse:300 Mbps', 'Caractéristiques:']",TL-WA855RE,BLANC,ordinateurs-accessoires-informatique,4245,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4245_TPLink_Amplificateur_WiFi_Puissant_-_300Mbps_-_Blanc.jpg
RÉPÉTEUR WIFI TENDA WIRLESS N300,20850,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/361401/1.jpg?0120,(Pas d'avis disponibles),[],N300,Blanc,ordinateurs-accessoires-informatique,4246,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4246_R_P_TEUR_WIFI_TENDA_WIRLESS_N300.jpg
Generic Kit Gamer K50 4 En 1 Pour PC,13999,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/171021/1.jpg?2823,Generic,"['Disposition des touches :\xa0 Qwerty', 'Spécifications Tempest K50 RVB rétro-éclairé:', 'Conçu pour les joueurs', 'Connexion avec un câble USB torsadé', 'Luminosité réglable', 'Vitesse réglable', '3 indicateurs LED', 'Fonction anti-fantôme', ""Taux d'interrogation de 1000 Hz"", 'Conception résistante aux éclaboussures et aux éclaboussures', 'Compatible Windows et Mac']",K50,Noir,ordinateurs-accessoires-informatique,4247,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4247_Generic_Kit_Gamer_K50_4_En_1_Pour_PC.jpg
Generic Combo clavier souris sans fil ultra fin K922 - Qwertty espagnol - Noir,22000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/505711/1.jpg?6284,Generic,"['Méthode de suivi : Optique', 'PPP :\t800-1200-1600', 'Distance de travail : 10 mètres', 'Systèmes compatibles : Win XPVista7810MAC OS ou supérieur', ""Type d'alimentation : La batterie"", 'Numéro de modèle: K922+E500', 'Source de courant: Pile AA * 1', 'Taux de rapport : 250Hz', 'Tension de travail : 1.5V']",K922,Noir,ordinateurs-accessoires-informatique,4248,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4248_Generic_Combo_clavier_souris_sans_fil_ultra_fin_K922_-_Qwertty_espagnol_-_Noir.jpg
Generic Casque Gamer - Yinsan TM9  - PC/PS4/XBOX- Noir,22000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/169001/1.jpg?4981,Generic,"['Couleur : Noir', 'Taille du haut-parleur: 50 mm', 'Sensibilité: 112 +- 3db', 'Impédance: 32Ω +- 15%', 'Longueur du câble: 2,1 M +- 0,15', 'Impédance du microphone: 2,2 kΩ', 'Gamme de fréquences: 15 Hz-20 KHz', 'Microphone ： 6,0 × 2,7 mm', 'Sensibilité du microphone: -38 +- 3dB', 'Courant de travail: ≤100mA', 'Directivité ： omnidirectionnelle', 'Tension de fonctionnement LED ： DC5V +- 5%', 'Prise casque: USB + 3,5 mm 4 broches']",TM9,Noir,ordinateurs-accessoires-informatique,4249,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4249_Generic_Casque_Gamer_-_Yinsan_TM9__-_PC_PS4_XBOX-_Noir.jpg
Generic Clavier gamer à membrane filaire RGB - TedGem - Qwerty espagnol  - Noir,24700,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/705711/1.jpg?5930,Generic,"['Appareils compatibles: PS4, Ordinateur portable, PC, Mac', 'Type: Clavier À Membrane', 'Matériel: Métal, Caoutchouc', 'Technologie de connectivité: USB', 'Une fonction spéciale: Ergonomique, Rétroéclairé', 'Système opérateur: Mac OS 9, Windows 8.1, Linux, Windows XP, Windows 10', 'Nombre de clés: 104', 'Qwerty espagnol', 'Couleur: Noir']",Gaming keyboard,Noir,ordinateurs-accessoires-informatique,4250,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4250_Generic_Clavier_gamer___membrane_filaire_RGB_-_TedGem_-_Qwerty_espagnol__-_Noir.jpg
WD 40 Boitier Disque dur Externe WD 2.0,7000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/56089/1.jpg?6254,WD 40,"['Type de produit :\xa0Boitier Externe Disque Dur', 'Joli boitier fabriqué avec excellent\xa0matériel ABS, solide mais léger', 'Protège efficacement vos données sur disque dur SATA', 'Montage très facile et rapide, sans vis et sans autres outils', 'Conçu pour disque dur\xa0HDD  SSD SATA de 2,5 pouces\xa0d’épaisseur inférieur de\xa09,5 mm', 'compatible avec Windows 200098  XP  Vista  7810 et supérieur, Macintosh, Linux ou Unix de bureau ou portable']",0,Vert noir,ordinateurs-accessoires-informatique,4251,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4251_WD_40_Boitier_Disque_dur_Externe_WD_2.0.jpg
Dakewei Flash Sales Clé USB Cruzer Force Flash Drive - 32 GB - Gris Métallique,7900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/89489/1.jpg?8725,Dakewei,"['Type de produit : Clé USB', 'Structure en métal', 'compact', 'legere', 'rapide', 'Interface : Compatible USB 2.0  3.0']",USB,Gris,ordinateurs-accessoires-informatique,4252,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4252_Dakewei_Flash_Sales_Cl__USB_Cruzer_Force_Flash_Drive_-_32_GB_-_Gris_M_tallique.jpg
Generic Table de lit Multifonctions pour ordinateur/ repas / portable  - blanc,13500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/905711/1.jpg?3164,Generic,"[""Type de produit :\xa0Support d'Ordinateur Portable - Table multifonctions"", ""Cette table multifonction peut être utilisée aussi bien à l'intérieur qu'à l'extérieur."", ""Cette table d'appoint est réglable à 6 hauteurs"", ""cette table d'appoint réglable, dispose de 3 angles d'inclinaison selon l'utilisation que vous souhaitez lui donner"", 'Dimensions approx. : 53 x 75 x 40,5 cm.', ""Supporte jusqu'à 15kg""]",moyen,Blanc,ordinateurs-accessoires-informatique,4253,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4253_Generic_Table_de_lit_Multifonctions_pour_ordinateur__repas___portable__-_blanc.jpg
Generic Kit de Nettoyage d'Ecran TV LCD 3 en 1 - Pour Ordinateur - Portable - Caméra Numérique - Clavier,3190,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/65703/1.jpg?8107,Generic,"['Catégorie: Kit De Nettoyage', 'Ingrédients gel nettoyant', ""Ordinateur d'équipement Applicable, téléphone portable, appareil photo numérique, ordinateur portable"", ""Taille d'emballage: environ 22*14 cm8.66 * 5.51in"", 'Nettoyant: environ 100 ML', 'Poids du paquet: environ 150g']",3 en 1,bleu,ordinateurs-accessoires-informatique,4254,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4254_Generic_Kit_de_Nettoyage_d_Ecran_TV_LCD_3_en_1_-_Pour_Ordinateur_-_Portable_-_Cam_ra_Num_rique_-_Clavier.jpg
Generic Câble Lan FTP Cat6 40m Bleu,17000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/514401/1.jpg?8161,Generic,"['Câble RJ 45 mâle  mâle', 'Type de blindage : FTP', 'Cordon de catégorie 6', 'Conducteur en cuivre permettant de garantir des propriétés de transmission supérieures.', 'Passe-fil flexible pour éviter d’endommager le câble', 'Connecteurs moulés durables spécialement conçus une pour utilisation intensive', 'Gaine faible émission de fumées et zéro halogène (LSZH).', 'Longueur : 20 mètres']",LAN,Bleu,ordinateurs-accessoires-informatique,4255,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4255_Generic_C_ble_Lan_FTP_Cat6_40m_Bleu.jpg
TP-Link SWITCH TP-LINK Litewave LS1008,12500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/568121/1.jpg?6235,TP-Link,"['8 ports Ethernet 10100 Mbps', 'Fonction\xa0MDIMDIX\xa0: pas besoin de vérifier le type de câble à connecter', 'Faible consommation d’énergie', 'Support de la norme de contrôle\xa0IEEE 802.3x\xa0en mode\xa0full duplex ou half duplex', 'Auto-détection des adresses\xa0Media Access Control', 'Intallation simple et rapide : aucune configuration requise']",LITEWAVE,aleatoire,ordinateurs-accessoires-informatique,4256,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4256_TP-Link_SWITCH_TP-LINK_Litewave_LS1008.jpg
Woxter Clavier sans fil avec pavé tactile - Tv/Ordinateur - TV920 - Qwerty Espagnol - Noir,15000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/948611/1.jpg?8333,Woxter,"['Compatible avec Smart TV, Tablette, Android TV Box,', 'Lecteur multimédia, ordinateur, etc...', 'Sans fil 2,4 Ghz, avec récepteur nano USB et', ""Distance de fonctionnement jusqu'à 10 mètres."", '12 touches FN pour accéder directement à la messagerie, à\xa0 la recherche, au volume, etc...', ""4 indicateurs d'état à LED (en charge, lié, etc...)"", 'Batterie au lithium rechargeable.', 'Pavé tactile avec multiples utilitaires : zoom,défilement, etc...', 'Dimensions : 310x114x13 mm.', 'Poids : 209g']",Tv 920,Noir,ordinateurs-accessoires-informatique,4257,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4257_Woxter_Clavier_sans_fil_avec_pav__tactile_-_Tv_Ordinateur_-_TV920_-_Qwerty_Espagnol_-_Noir.jpg
Generic Papier thermique imprimable,1600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/541811/1.jpg?1317,Generic,"['Dimensions : 80mm x 80mm', 'Couleur : Blanc', 'Poids : 300g', 'Type de papier : Papier thermique', 'Blancheur : > 90 %', 'Quantité de couche : Seul']",Papier thermique,blanc,ordinateurs-accessoires-informatique,4258,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4258_Generic_Papier_thermique_imprimable.jpg
Convert Convertisseur adaptateur HDMI to VGA - Blanc,6590,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/77339/1.jpg?1694,Convert,"['Type de produit:\xa0adaptateur HDMI to VGA', 'Branchement de tout appareil avec prise HDMI à un écran avec prise VGA', 'Solide et\xa0Pratique', 'Compatibilité Forte: Le port HDMI compatible avec PC, ordinateur portable, Ultrabook, Roku lecteur multimédia, Smart TV Box et autres appareils avec interface HDMI', ""Haute Définition jusqu'à 1920 x 1080@60Hz (Max)"", 'Couleur : Blanche']",adaptateur HDMI VGA,Blanc,ordinateurs-accessoires-informatique,4259,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4259_Convert_Convertisseur_adaptateur_HDMI_to_VGA_-_Blanc.jpg
Generic Sac à Dos pour Ordinateur avec USB -  15.6 Pouces Etanche & Antivol - Gris,13500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/740401/1.jpg?2596,Generic,"['Sac à Dos Ordinateur Portable d\'affaires, 15.6"" Sac pour Ordinateur Portable pour Hommes et Femmes avec Anti-Theft,', 'USB Charging Port and Headphone', 'PORT USB', 'PRISE JACK', 'Livré Sans Power Bank']",AntiV,Noir/Gris,ordinateurs-accessoires-informatique,4260,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4260_Generic_Sac___Dos_pour_Ordinateur_avec_USB_-__15.6_Pouces_Etanche___Antivol_-_Gris.jpg
Generic tapis de souris manchette en gel de silice,4000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/343911/1.jpg?0910,Generic,"['Modèle :H-05.', 'Structure ergonomique.', 'Fond en caoutchouc de haute qualité excellent pour tous les types de souris.', 'Tapis de souris durable avec support antidérapant sans danger pour les surfaces de bureau.', 'Le tapis de souris standard offre à notre souris client une surface lisse assurant une plus grande précision, un contrôle et une réponse plus rapide.']",H-05,Noir,ordinateurs-accessoires-informatique,4261,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4261_Generic_tapis_de_souris_manchette_en_gel_de_silice.jpg
"Generic Refroidisseur pour Ordinateur Portable 9 - 17"" - Noir",15000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/743121/1.jpg?5913,Generic,"['Alimentation plug-and-play avec connexion USB.', 'Compatible avec tous les ordinateurs portables.', 'Tension: 5V DC.', 'Dimensions:', 'Base 39 x 26 x 6 cm.', 'Ventilateur (x1): 14 x 14 cm.', 'Câble: 30cm.', 'lumière au néon.']",638 (B),Noir,ordinateurs-accessoires-informatique,4262,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4262_Generic_Refroidisseur_pour_Ordinateur_Portable_9_-_17__-_Noir.jpg
Generic Mini Clavier Sans Fil+souris Keyboard Kit -,15000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/152711/1.jpg?6836,Generic,"['Type Produit : Informatique', 'Marque : Generic', 'Nom : Clavier + souris sans fil', 'Couleur : Blanc', 'Livraison à domicile ou en point relais']",1,blanc,ordinateurs-accessoires-informatique,4263,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4263_Generic_Mini_Clavier_Sans_Fil_souris_Keyboard_Kit_-.jpg
Oraimo Clé USB Cruzer Metal Flash Drive - 128 GB - Garantie 365 Jours,16900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/982001/1.jpg?2553,Oraimo,"['Type de produit : Clé USB', 'Structure en Metal', 'Rapide', 'Legere', 'Interface : Compatible USB 2.0  3.0']",USB,Gris,ordinateurs-accessoires-informatique,4264,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4264_Oraimo_Cl__USB_Cruzer_Metal_Flash_Drive_-_128_GB_-_Garantie_365_Jours.jpg
Canon CARTOUCHE CANON 054 JAUNE,57000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/838121/1.jpg?6873,Canon,"['Marque : Canon', 'Modèle : 054', 'Couleur : Noir', 'Compatible avec :\xa0 i-SENSYS MF645Cx  i-SENSYS MF643Cdw  i-SENSYS MF641Cw  i-SENSYS LBP623Cdw  i-SENSYS LBP621Cw']",CANON 054 JAUNE,JAUNE,ordinateurs-accessoires-informatique,4265,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4265_Canon_CARTOUCHE_CANON_054_JAUNE.jpg
WD 40 Boitier Disque dur Externe WD 2.0,12000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/46089/1.jpg?6254,WD 40,"['Type de produit :\xa0Boitier Externe Disque Dur', 'Joli boitier fabriqué avec excellent\xa0matériel ABS, solide mais léger', 'Protège efficacement vos données sur disque dur SATA', 'Montage très facile et rapide, sans vis et sans autres outils', 'Conçu pour disque dur\xa0HDD  SSD SATA de 2,5 pouces\xa0d’épaisseur inférieur de\xa09,5 mm', 'compatible avec Windows 200098  XP  Vista  7810 et supérieur, Macintosh, Linux ou Unix de bureau ou portable']",0,Vert noir,ordinateurs-accessoires-informatique,4266,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4266_WD_40_Boitier_Disque_dur_Externe_WD_2.0.jpg
Generic Mini aspirateur de nettoyage clavier pc,13000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/244121/1.jpg?2233,Generic,"['type de produit aspirateur de poussière pour claviers pc', 'super :fiche USB', ""Composition : 2 têtes\xa0 un aspirante et l'autre nettoyante"", 'structure : détachables et changeable', 'couleur :Noir , bleue vert jaune violet', 'Taille:14cmx4cm']",aspirateur de clavier,Noir bleu vert,ordinateurs-accessoires-informatique,4267,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4267_Generic_Mini_aspirateur_de_nettoyage_clavier_pc.jpg
