Nom,prix,link,marque,Description,modele,couleur,cathegorie,identification,file_name
TP-Link Routeur 750 Mbps Wi-Fi Bi-Bande: 300 Mbps,27000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/37489/1.jpg?5112,TP-Link,[],Routeur 750 Mbps,noire,ordinateurs-accessoires-informatique,4198,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4198_TP-Link_Routeur_750_Mbps_Wi-Fi_Bi-Bande__300_Mbps.jpg
TOTOLINK Antenne wifi Omnidirectionnelle 11DBI trés puissant 2.4ghz,35000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/93588/1.jpg?4897,TOTOLINK,"['Omnidirectionnelles', 'Modulable', '11dbi', '2.4ghz', 'Augmente la zone de couverture de votre wifi']",11 DBI,Blanche,ordinateurs-accessoires-informatique,4199,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4199_TOTOLINK_Antenne_wifi_Omnidirectionnelle_11DBI_tr_s_puissant_2.4ghz.jpg
Generic Mini Ventilateur de Refroidissement à Eau Portable ou Diffuseur de Parfum,11500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/522001/1.jpg?1529,Generic,"['Puissance: 350 w', 'Vents vitesse: 3 modes (HautMoyenFaible)', 'Bruit: En moins que 68dB (UN)', 'Produit taille: 10.3*8*7.8 pouces', 'Temps de pulvérisation: 6-8 heures']",autre,Blanc,ordinateurs-accessoires-informatique,4200,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4200_Generic_Mini_Ventilateur_de_Refroidissement___Eau_Portable_ou_Diffuseur_de_Parfum.jpg
Generic Hp Imprimante - Deskjet 2320 - Blanc,58950,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/004911/1.jpg?5359,Generic,"['Impression, copie, numérisation', 'Format : A4; B5; A6; Enveloppe DL', '1\xa0port USB 2.0 haut débit', ""Jusqu'à 1000 pages"", ""Qualité d'impression noire (optimale) : Jusqu'à\xa01 200 x 1 200 ppp\xa0rendus"", ""Qualité d'impression couleur (optimale) : Jusqu'à\xa04800 x 1200 ppp\xa0optimisés (lors de l'impression d'un PC avec les papiers photo HP sélectionnés et 1200 ppp en entrée)""]",2320,BLANC,ordinateurs-accessoires-informatique,4201,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4201_Generic_Hp_Imprimante_-_Deskjet_2320_-_Blanc.jpg
Generic Combo clavier gamer one hand + Souris gamer 5500 dpi - Rétro-éclairage rgb - Pc,20900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/505711/1.jpg?6166,Generic,"['Interface produit : USB 2.0', 'Appuyez sur le nombre de touches : 35 touches', 'Durée de Vie des touches : 20 millions de fois', 'Longueur de la ligne de produits : 1,6 m', 'Tension de fonctionnement : VDD = 3.3V - 5.5V', 'Courant de fonctionnement : 100mA', 'Poids net du produit : 350g', 'Poids du colis : 415 g', 'Résolution : 1000 DPI, 1600 DPI, 2400 DPI, 3200, 5500 DPI (réglable) Durée de', 'Vie de la clé : 10 millions', 'Tension nominalecourant électrique : DC 5 V100 mA', 'Version USB : 2.0', 'Boutons : Gauche, Droite, Molette de défilement, DPI, Fire Key, Advance, Retreat', 'Effet lumineux : coloré', 'Compatible : Pour Windows 78102000XPVista, pour Mac OS ou plus récent.', 'Couleur : Noir', 'Matière : ABS', 'Longueur du câble : 140 cm']",J50,Noir,ordinateurs-accessoires-informatique,4202,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4202_Generic_Combo_clavier_gamer_one_hand___Souris_gamer_5500_dpi_-_R_tro-_clairage_rgb_-_Pc.jpg
Generic Encre noire 500 ml pour imprimantes à cartouches,11000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/54788/1.jpg?0309,Generic,"['encre de recharge Noir 500 ml pour imprimantes à cartouches.', 'Qualité supérieure utilisée dans le processus de fabrication.', 'Durable et longue durée inc.', 'Compatible avec toutes les cartouches d’imprimante']",500,Noir,ordinateurs-accessoires-informatique,4203,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4203_Generic_Encre_noire_500_ml_pour_imprimantes___cartouches.jpg
Generic Hub USB 2.0 haute vitesse à 8 ports - Blanc (câble de 53 cm),4500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/05188/1.jpg?3307,Generic,"['Numéro de port: 8', 'Interface: USB 2.0', 'Taux de transmission: 480bps', 'Alimenté par: USB', 'Dimensions: 6,42 po x 1,18 po x 0,87 po (16,3 cm x 3 cm x 2,2 cm)']",Moyen,Noir,ordinateurs-accessoires-informatique,4204,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4204_Generic_Hub_USB_2.0_haute_vitesse___8_ports_-_Blanc__c_ble_de_53_cm_.jpg
DELL Souris Sans Fil DELL 2000DPI- Optical Mouse - Noir,4513,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/109711/1.jpg?9365,DELL,"['Aucun logiciel à installer', 'Haute résolution : 2 000 dpi', 'Interface combinée', 'Confort et élégance', 'Le sans-fil 2,4 GHz offre une connexion puissante et fiable', ""C'est une souris à 3 boutons avec un mini récepteur pour ordinateur de bureau et ordinateur portable"", 'Cette souris sans fil Dell est la véritable définition de la liberté', 'Cette souris DELL Invent 2.4G']",WIRELESS,Noir,ordinateurs-accessoires-informatique,4205,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4205_DELL_Souris_Sans_Fil_DELL_2000DPI-_Optical_Mouse_-_Noir.jpg
Disque Dur Externe Seagate Expansion - 2 To - Noir,65000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/35489/1.jpg?2755,(Pas d'avis disponibles),"['Type produit: Disque dur externe', 'Marque: Seagate', 'Lecteur de disque', 'Capacité disque dur : 2To', 'Interface du disque dur : USB 3.0 (3.1 Gen 1) Type-A', ""Type d'appareil : Disque dur"", 'Version : USB 3.0 (3.1 Gen 1)', 'Taux de transfert de données : 5000 Mbits', ""Prise en charge du système d'exploitation Windows : Oui"", 'Alimenté par port USB : Oui', 'Couleur Noir', 'Largeur 8 cm', 'Profondeur 11,7 cm', 'Hauteur 1,48 cm', 'Poids 170 g']",SRDONF1,Noire,ordinateurs-accessoires-informatique,4206,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4206_Disque_Dur_Externe_Seagate_Expansion_-_2_To_-_Noir.jpg
Generic 100 Pièces Connecteurs RJ45 catégorie 6 UTP,4680,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/492101/1.jpg?3805,Generic,"['type de connecteur: RJ45', 'Type de câble: Ethernet', 'Appareils compatibles: Ordinateur', 'Couleur: Blanc', 'Marque: Rayon', 'Débit de transfert de données: 1 Gigabits par Second']",120,blanc,ordinateurs-accessoires-informatique,4207,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4207_Generic_100_Pi_ces_Connecteurs_RJ45_cat_gorie_6_UTP.jpg
Generic adaptateur male USB2.0 2 ports concentrateur,6000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/224121/1.jpg?2103,Generic,"['chargement rapide', 'prend des gadgets tels cles USB , des medias ,lumieres USB, et des ventilateurs ...', 'prend 2 peripheriques USB', ""economise de l'espace du bureau"", 'compatible avec plusieur gadgets']",USB2 0 2 PORTS,BLANC,ordinateurs-accessoires-informatique,4208,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4208_Generic_adaptateur_male_USB2.0_2_ports_concentrateur.jpg
Lenovo Chargeur Lenovo 65W 19V3.42A 5.5*2.5Mm Round Pin,12000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/47489/1.jpg?5112,Lenovo,[],0,noire,ordinateurs-accessoires-informatique,4209,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4209_Lenovo_Chargeur_Lenovo_65W_19V3.42A_5.5_2.5Mm_Round_Pin.jpg
"Generic Enceinte stéréo portable sans fil Bluetooth avec sortie solaire, HI-FI et torche",7900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/40589/1.jpg?1095,Generic,"['Style:\nPortable', 'Matériau du corps: plastique', 'Emplacement pour carte mémoire: carte TF', 'Numéro de modèle: NS-S15S', 'Alimentation: 1 x batterie au Lithium 18650 (avec prise Micro USB)', 'Fonctions principales: Bluetooth, voix, carte TF, USB, FM, lampe de poche,\ncharge solaire', 'IC:AC6928 + 5311', 'Haut-parleur: 2.25 pouces 52Hz 4OU 5', 'Puissance de sortie: 5W', 'Poids: 690 grammes', 'Dimensions (l x H x p): 190*92*89mm', 'Fonction: haut-parleur intégré', 'Type:\nFM']",Haut parleur,Noir,ordinateurs-accessoires-informatique,4210,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4210_Generic_Enceinte_st_r_o_portable_sans_fil_Bluetooth_avec_sortie_solaire__HI-FI_et_torche.jpg
White Label Housse pour ordinateur portable 13 pouces,9900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/458121/1.jpg?2825,White Label,"['Type : hausse pour ordinateur portable', 'Objectif : ordinateur 14 pouces', 'Résistant aux chocs', ""Résistant à l'eau"", 'Intérieur doux', 'Antistatique', 'Fermetures éclair durables']",sac ordinateur,Noir,ordinateurs-accessoires-informatique,4211,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4211_White_Label_Housse_pour_ordinateur_portable_13_pouces.jpg
Generic Tapis de souris anti-dérapant avec repose poigné,3490,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/93274/1.jpg?6590,Generic,"['Matériau en silicone', 'Tapis de souris', 'Avec repose poignet', 'Anti-dérapant', 'Couleur noir']",generic,Noire,ordinateurs-accessoires-informatique,4212,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4212_Generic_Tapis_de_souris_anti-d_rapant_avec_repose_poign_.jpg
Generic Sac A Dos de qualité- rose,7500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/539301/1.jpg?7380,Generic,[],BA004,Gris,ordinateurs-accessoires-informatique,4214,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4214_Generic_Sac_A_Dos_de_qualit_-_rose.jpg
Bill Counter Détecteur et compteur de faux billet,90000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/080121/1.jpg?9437,Bill Counter,[],Détecteur de faux billet,NOIR ET BLANC,ordinateurs-accessoires-informatique,4215,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4215_Bill_Counter_D_tecteur_et_compteur_de_faux_billet.jpg
DELL Sac à Dos Pour Ordinateur 15 Pouces - Noir,12000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/708001/1.jpg?0968,DELL,"['Type de produit :\xa0Sac à Dos Pour Ordinateur 15 Pouces', 'Type\n     de Motif :\xa0Solide', 'Style\n     :\xa0Sac\xa0à\xa0dos', ""Type\n     :\xa0Sac à dos d’ordinateur portable jusqu'à 15,6 pouces"", 'Sexe\n     :\xa0Unisexe', 'Type\n     de Fermeture :\xa0zipper', 'Matériau\n     :\xa0NYLON']",sac à dos,Noir,ordinateurs-accessoires-informatique,4216,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4216_DELL_Sac___Dos_Pour_Ordinateur_15_Pouces_-_Noir.jpg
Comfast Usb Wifi bluetooth 650 mbps,9000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/36089/1.jpg?5069,Comfast,"['Compatible avec Microsoft', 'Compatible avec MacOS', 'Compatible avec Linux', 'Wifi 5 avec vitesse de 650 mbps', 'Bluetooth 4.2']",CF-813 B,noir,ordinateurs-accessoires-informatique,4217,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4217_Comfast_Usb_Wifi_bluetooth_650_mbps.jpg
Generic Convertisseur adaptateur HDMI to VGA - Blanc,6900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/59849/1.jpg?4628,Generic,"['Type de produit:\xa0adaptateur HDMI to VGA', 'Branchement de tout appareil avec prise HDMI à un écran avec prise VGA', 'Solide et\xa0Pratique', 'Compatibilité Forte: Le port HDMI compatible avec PC, ordinateur portable, Ultrabook, Roku lecteur multimédia, Smart TV Box et autres appareils avec interface HDMI', ""Haute Définition jusqu'à 1920 x 1080@60Hz (Max)"", 'Couleur : aleatoire']",adaptateur HDMI VGA,Blanc,ordinateurs-accessoires-informatique,4218,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4218_Generic_Convertisseur_adaptateur_HDMI_to_VGA_-_Blanc.jpg
Unbrand Amplificateur Booster Extension Wifi 1200mbps blanc,23400,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/800401/1.jpg?3283,Unbrand,"[""Ce répéteur wifi 1200Mbps dual-bande est conçu pour facilement étendre la portée et améliorer la force du signal d'un réseau sans fil existant et éliminer les «zones mortes»."", ""Haute vitesse de transmission jusqu'à 1200Mbps (300Mbps à 2.4Ghz, 867Mbps à 5Ghz).\xa0 Vous pourrez profiter du surf internet rapidement et librement."", 'Cet répéteur bi-bande répéteur wifi déploie 4 pièces antennes externes qui peuvent fournir stable et fort signal sans fil.', 'Ce répéteur prend en charge 2 modes de fonctionnement: AP et Répéteur.\xa0 Vous pouvez configurer en fonction de vos besoins.', 'Facile a installer en quelques minutes seulement.']",répéteur,Blanc,ordinateurs-accessoires-informatique,4219,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4219_Unbrand_Amplificateur_Booster_Extension_Wifi_1200mbps_blanc.jpg
Badasheng Casque Gamer - Badasheng BDS-939P avec fil - Rouge,19000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/524121/1.jpg?3950,Badasheng,"['Type de prise : stéréo Φ3,5 mm', 'Haut-\xa0parleur : Φ40 mm', 'Impédance du haut-\xa0parleur : 16 Ω', 'Fréquence du haut-parleur : 20 Hz - 20 KHz', 'Sensibilité du haut-parleur : 97 dB\xa0Type de micro : 6,0*2,7 mm', 'Sensibilité du micro : -60 dB', 'Direction du micro : omnidirectionnel', 'Impédance du micro : ≤ 2,2 KΩ', 'Fréquence du micro : 50 Hz - 15 KHz']",BDS-939P,Rouge,ordinateurs-accessoires-informatique,4220,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4220_Badasheng_Casque_Gamer_-_Badasheng_BDS-939P_avec_fil_-_Rouge.jpg
TC2i Clavier pour ordinateurs de bureau Dell,8000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/56489/1.jpg?0903,TC2i,"['Marque\t\u200eDell', 'Connexions\t\u200eusb', 'Appareils compatibles\t\u200eOrdinateur', 'Disponibilité des pièces détachées\t\u200eInformation indisponible sur les pièces détachées']",SK-8115,NOIR,ordinateurs-accessoires-informatique,4222,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4222_TC2i_Clavier_pour_ordinateurs_de_bureau_Dell.jpg
"Generic Support de bureau pliable pour ordinateur portable avec ventilateur de refroidissement RVB, dissipation de la chaleur, support réglable portable, support pour ordinateur portable rapide",18000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/673121/1.jpg?9246,Generic,"['2 ventilateurs de refroidissement', 'support de refroidissement pour ordinateur portable.', ""Alliage d'aluminium + silicone."", 'Support de refroidissement pour ordinateur portable.', 'Sac de rangement']",SUPPORT,Gris,ordinateurs-accessoires-informatique,4223,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4223_Generic_Support_de_bureau_pliable_pour_ordinateur_portable_avec_ventilateur_de_refroidissement_RVB__dissipation_de_la_chaleur__support_r_glable_portable__support_pour_ordinateur_portable_rapide.jpg
TeckNet Mini clavier sans fil slim Qwertty espagnol - Tecknet 2.4ghz - Noir,15000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/094701/1.jpg?5669,TeckNet,"['Marque: TECKNET', 'Appareils compatibles: PC, ordinateur portable', 'Description du clavier\tErgonomique', 'Connexion sans fil 2.4G', '12 raccourcis clavier multimédia', 'Touches de commutation à ciseaux (clic silencieux et fluide)', 'Conception économe en énergie', 'Nombre de clés: 19', 'Dimensions du produit: longueur x largeur x hauteur\t29.5 x 12.5 x 2.2 centimètres']",2.4 ghz,Noir,ordinateurs-accessoires-informatique,4224,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4224_TeckNet_Mini_clavier_sans_fil_slim_Qwertty_espagnol_-_Tecknet_2.4ghz_-_Noir.jpg
Generic Support ordinateur pliable refroidisseur Ordinateur Intégré,18000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/627001/1.jpg?2451,Generic,"[""Matériau: alliage d'aluminium, ABS"", 'Couleur: noir, rose rouge', 'Longueur du pied: 260mm (environ)', 'Ordinateur Applicable: moins de 17 pouces', 'Hauteur de bureau réglable: 480mm (environ)', 'Angle réglable de bureau: 360 degrés', 'Bureau (longueur * largeur): 480*260mm (environ)', 'Taille (plié): 590*260mm (environ)']",S1,Noir,ordinateurs-accessoires-informatique,4225,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4225_Generic_Support_ordinateur_pliable_refroidisseur_Ordinateur_Int_gr_.jpg
Generic encre de recharge 4 couleur 500 ml pour imprimantes à cartouches,20000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/64289/1.jpg?1278,Generic,"['encre de recharge 4 couleur 500 ml pour imprimantes à cartouches.', 'Qualité supérieure utilisée dans le processus de fabrication.', 'Durable et longue durée inc.', 'Compatible avec toutes les cartouches d’imprimante']",encre de recharge 4 couleur 500 ml pour imprimantes à cartouches,Rouge/ Noir/ Bleue /Jaune,ordinateurs-accessoires-informatique,4226,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4226_Generic_encre_de_recharge_4_couleur_500_ml_pour_imprimantes___cartouches.jpg
Generic Mini USB carte Réseau sans fil WiFi signal récepteur pour ordinateur,4792,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/64089/1.jpg?2711,Generic,"['Conforme aux normes IEEE 801.11n IEEE 802.11g, IEEE 802.11b', 'Modéle MT7601', 'Prise en charge STBC pour une plage étendue', 'Modes hérité et haut débit', 'Flux de données en sens inverse et agrégation de trame', 'Prise en charge WEP 64128, WPA, WPA2', 'Prise en charge de plusieurs BSSID', 'Fournit une interface USB 2.0 haute vitesse', 'Conformité CCX V1.0 V2.0 V3.0', ""Faible puissance avec gestion avancée de l'alimentation"", 'Fonctionne avec, Windows , Windows XP, Windows Vista et Windows 2000']",Nano clé USB Wifi adaptateur,Noir,ordinateurs-accessoires-informatique,4227,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4227_Generic_Mini_USB_carte_R_seau_sans_fil_WiFi_signal_r_cepteur_pour_ordinateur.jpg
Autre Refroidisseur pour Ordinateur Portable de 14 pouce,9000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/264121/1.jpg?5192,Autre,"['Marque DRFEIFY', 'Couleur: Noir', 'Matériel: treillis de fer + plastiques techniques', 'Méthode de refroidissement: refroidi par air', 'Taille du ventilateur: Diamètre 130 x 20mm', 'Type de roulement: Ours hydraulique (roulement hydraulique)', 'Tension nominale: 5V DC', 'Courant nominal: 0.25 + 10% A', 'Puissance d’entrée: 1.3', 'Vitesse maximale du ventilateur: 700 ± 100RPM', 'Volume d’air maximum: 47.35CFM', 'Bruit: 25.1db (A)', 'Taille: 33 x 25 x 3cm', 'Poids du colis: 440g', 'Quantité: 1pc', 'Accessoires: Pour ordinateur portable de 14 « ou moins']",V19,noir,ordinateurs-accessoires-informatique,4228,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4228_Autre_Refroidisseur_pour_Ordinateur_Portable_de_14_pouce.jpg
Generic Détecteur de Faux Billets - Noir,25000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/152711/1.jpg?6832,Generic,"['Couleur: Noir', ""Type de prise: prise de l'ue"", 'Tension: 110 V ~ 220 V 50Hz', 'Puissance: 4 W', ""Taille du produit: env. 162x100x100mm6.37x3.93x3.93''"", 'Poids net: env. 256g', 'Poids brut: env. 319g']",5D,Noir,ordinateurs-accessoires-informatique,4229,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4229_Generic_D_tecteur_de_Faux_Billets_-_Noir.jpg
Generic Casque Gamer - Yinsan TM50 - PC/PS4/Xbox One - Noir,18000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/169001/1.jpg?6244,Generic,[],TM50,Noir,ordinateurs-accessoires-informatique,4230,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4230_Generic_Casque_Gamer_-_Yinsan_TM50_-_PC_PS4_Xbox_One_-_Noir.jpg
Samsung Chargeur PC Portable Samsung 19V/3.16A (5.5*3.0),12000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/60799/1.jpg?1995,Samsung,"['Voltage: 19V', 'Ampérage: 3.16A', 'Puissance : 60W', 'Connecteur: (5.5*3.0)', 'Entrée: Ac 100 to 240v', 'Sortie: 19V3.16A', 'Couleur: Noir']",samsung,noire,ordinateurs-accessoires-informatique,4231,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4231_Samsung_Chargeur_PC_Portable_Samsung_19V_3.16A__5.5_3.0_.jpg
Generic 10000mAh Power Banks 4 Câbles Très Mince De Charge Intégrés Noir,9990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/487501/1.jpg?0218,Generic,"['Type de produit :\xa0PowerBanks', 'Capacité: 10000mAh', 'Sortie de charge haute vitesse: DC 5.0V 2.1A & 1A.', 'Port Android et iPhone Charge', 'Couleur Noir']",Power bank,noir,ordinateurs-accessoires-informatique,4232,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4232_Generic_10000mAh_Power_Banks_4_C_bles_Tr_s_Mince_De_Charge_Int_gr_s_Noir.jpg
Generic Mini Clavier Sans Fil avec Souris - Noir,10000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/961611/1.jpg?1042,Generic,"['Type: Clavier sans fil, Clavier multimédia', 'Interface: Bluetooth sans fil', 'Alimentation du clavier: 2 piles AAA', 'Compatibilité: Ordinateurs de bureau, ordinateurs portables et tablettes', 'Matériel: plastique ABS', 'Tension de fonctionnement: 3V', 'Tension de fonctionnement: 4mA', ""Distance de fonctionnement: jusqu'à 10 mètres (classe 2 à classe 2)"", 'Puissance de sortie RF: 4dBm Max (Classe 2)', 'Configuration requise: Windows XP  7810  Vista  , pour ipad pro (9.7  12.9)  mini 1234 et autres tablettes.', 'Dimensions du clavier: (11,22 x 4,72 x 0,78) "" (28,5 x 12 x 2) cm (L xlxh)']",mini clavier et souris sans fil,Noir,ordinateurs-accessoires-informatique,4233,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4233_Generic_Mini_Clavier_Sans_Fil_avec_Souris_-_Noir.jpg
Lexar Disque Dur Externe SSD Lexar  SL200 1To (1000Go),52900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/957121/1.jpg?1685,Lexar,"['Capacité du stockage numérique:\xa01000 Go', 'Interface du disque dur:\xa0USB 3.1', 'Technologie de connectivité:\xa0USB', 'Marque:\xa0Lexar', 'Description du disque dur:\xa0Disque dur EXTERNE ssd', 'Appareils compatibles:\xa0Ordinateur portable', 'Taille du disque dur:\xa01 To', 'Vitesse de lecture:\xa0550 mégaoctets par seconde', 'Taille du cache:\xa01 Modificateur inconnu', ""Poids de l'article:\xa041 Grammes""]",SL200,NOIR,ordinateurs-accessoires-informatique,4234,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4234_Lexar_Disque_Dur_Externe_SSD_Lexar__SL200_1To__1000Go_.jpg
"Rapoo webcam HD avec microphone, caméra d'ordinateur USB RAPOO C270L",43500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/71979/1.jpg?6195,Rapoo,"['Image HD à mise au point automatique 1080P\xa0;', 'Lumière de remplissage LED réglable tactile à 3 niveaux', 'Objectif super grand-angle 105°\xa0;', 'Lentille à rotation horizontale à 360°\xa0;', 'Double microphone antibruit\xa0;', ""Mini corps d'objectif""]",RAPOO C270L,Noir,ordinateurs-accessoires-informatique,4235,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4235_Rapoo_webcam_HD_avec_microphone__cam_ra_d_ordinateur_USB_RAPOO_C270L.jpg
Unbrand Imprimante  DeskJet All-in-One Wireless Colour Printer Scanner Copier Garantie,200000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/999021/1.jpg?1344,Unbrand,"['Les fonctions: Imprimante, scanner, copie', 'Technologie d’imprimante: Jet d’encre noir et couleur', 'Impression recto verso: Manuel', 'Résolution d’impression: Noir (optimal): jusqu’à 1 200 x 1 200 ppp rendus; Couleur (optimale): jusqu’à 4800 x 1200 ppp optimisés', 'Vitesse d’impression noir: ISO jusqu’à 7,5 ppm, brouillon: jusqu’à 20 ppm', 'Vitesse d’impression couleur: Jusqu’à 5,5 ppm', 'Nombre de cartouches d’impression: 2 (1 de chaque noir, trois couleurs)']",imprimante,Blanc,ordinateurs-accessoires-informatique,4236,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4236_Unbrand_Imprimante__DeskJet_All-in-One_Wireless_Colour_Printer_Scanner_Copier_Garantie.jpg
Oraimo CHARGEUR ORAIMO RAPIDE DEUX PORTS USB,3500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/212001/1.jpg?4782,Oraimo,"['PRODUIT CHARGEUR MICRO USB', 'MARQUE ORAIMO', 'MODELE FIREFLY', 'COULEUR BLANCHE', 'PRISE EUROPEENNE']",FIREFLY,BLANCHE,ordinateurs-accessoires-informatique,4238,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\ordinateurs-accessoires-informatique\4238_Oraimo_CHARGEUR_ORAIMO_RAPIDE_DEUX_PORTS_USB.jpg
